customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod
1761-AEZZR,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
3923-CSIHK,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5696-EXCYS,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
5795-KTGUD,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic)
7120-RFMVS,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check
7924-GJZFI,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4702-HDRKD,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic)
8512-WIWYV,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
5897-ZYEKH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check
5456-ITGIC,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
7317-GGVPB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
1406-PUQVY,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
1322-AGOQM,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
3677-IYRBF,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check
5692-FPTAH,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
9114-AAFQH,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check
8715-KKTFG,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
1550-LOAHA,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic)
1728-BQDMA,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check
0268-QKIWO,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check
0876-WDUUZ,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic)
5117-ZSMHQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
5151-HQRDG,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check
0960-HUWBM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
6465-GSRCL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
0617-FHSGK,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
0263-FJTQO,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic)
7319-ZNRTR,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check
2858-MOFSQ,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check
7503-EPSZW,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check
7089-XXAYG,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic)
8118-LSUEL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
8070-AAWZP,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check
1666-JXLKU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
7855-DIWPO,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5133-POWUA,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
5652-MSDEY,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7005-CCBKV,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
1810-BOHSY,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic)
1784-BXEFA,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7351-MHQVU,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic)
9224-VTYID,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check
9500-IWPXQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check
5762-TJXGK,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic)
4504-YOULA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
5569-IDSEY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
4250-FDVOU,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check
7284-ZZLOH,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic)
5277-ZLOOR,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
2141-RRYGO,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
1777-JYQPJ,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
6376-GAHQE,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check
3401-URHDA,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic)
1599-EAHXY,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
8631-XVRZL,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
5052-PNLOS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
3853-LYGAM,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
6979-ZNSFF,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
5751-USDBL,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check
5680-LQOGP,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
2386-LAHRK,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check
8189-DUKMV,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
6032-IGALN,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
9931-DCEZH,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic)
1898-JSNDC,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic)
0315-LVCRK,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check
3911-RSNHI,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
2410-CIYFZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
4248-HCETZ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check
5505-OVWQW,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
7271-AJDTL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic)
1867-TJHTS,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
0516-WJVXC,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check
9174-FKWZE,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
6860-YRJZP,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4429-WYGFR,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic)
2817-LVCPP,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
5038-ETMLM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
5056-FIMPT,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic)
4521-WFJAI,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
6569-KTMDU,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
8809-RIHDD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check
8809-XKHMD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic)
0396-YCHWO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
0867-LDTTC,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic)
4822-NGOCH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check
9391-DXGGG,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic)
9844-FELAJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check
2122-SZZZD,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
5307-DZCVC,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic)
3148-AOIQT,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
8679-JOEVF,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check
8395-ETZKQ,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
6692-YQHXC,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
3889-VWBID,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
5222-JCXZT,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
9754-CLVZW,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic)
1432-FPAXX,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
2739-CCZMB,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
7080-TNUWP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic)
0496-AHOOK,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic)
8336-TAVKX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic)
2468-SJFLM,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check
3181-VTHOE,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic)
7168-HDQHG,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
4803-AXVYP,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
3884-HCSWG,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4567-AKPIA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
5077-DXTCG,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1142-WACZW,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic)
7901-HXJVA,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check
5649-ANRML,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic)
4892-VLANZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
5924-IFQTT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check
7968-QUXNS,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
2919-HBCJO,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
4236-XPXAV,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check
8903-WMRNW,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check
2452-SNHFZ,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
3629-WEAAM,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check
6029-CSMJE,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7993-NQLJE,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check
9909-DFRJA,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic)
9099-FTUHS,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check
0581-BXBUB,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
4962-CHQPW,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
9467-ROOLM,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3030-YZADT,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
7410-KTVFV,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check
5150-ITWWB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
2253-KPMNB,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic)
1345-ZUKID,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
6429-SHBCB,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check
9281-OFDMF,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check
2603-HVKCG,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
1834-WULEG,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
9097-ZUBYC,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic)
5148-ORICT,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check
4893-GYUJU,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
4578-PHJYZ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check
7272-QDCKA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check
8908-SLFCJ,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
8393-DLHGA,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
9766-HGEDE,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
6968-MHOMU,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic)
7395-IGJOS,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic)
5044-XDPYX,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
1814-WFGVS,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check
2834-SPCJV,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check
3721-WKIIL,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check
6734-CKRSM,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1265-ZFOSD,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check
6568-POCUI,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
7890-VYYWG,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check
5197-LQXXH,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
9907-SWKKF,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
3457-PQBYH,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
7682-AZNDK,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check
0587-DMGBH,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
5384-ZTTWP,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3745-HRPHI,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
7636-OWBPG,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
1231-YNDEK,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
1407-DIGZV,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
6397-JNZZG,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic)
0570-BFQHT,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check
4393-OBCRR,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
3523-QRQLL,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
8564-LDKFL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
3696-DFHHB,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
0895-DQHEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
4717-GHADL,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check
5501-TVMGM,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
5879-HMFFH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
6772-WFQRD,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic)
3810-DVDQQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
6972-SNKKW,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3694-GLTJM,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
8550-XSXUQ,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic)
8149-RSOUN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
9055-MOJJJ,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check
4359-INNWN,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
0585-EGDDA,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check
4032-RMHCI,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic)
0549-CYCQN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic)
3481-JHUZH,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
7250-EQKIY,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check
3594-IVHJZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
6869-FGJJC,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic)
3896-ZVNET,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check
8205-VSLRB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic)
5960-MVTUK,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check
6817-WTYHE,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
3082-VQXNH,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic)
4013-UBXWQ,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
4931-TRZWN,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
0750-EKNGL,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
7669-LCRSD,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check
3567-PQTSO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check
5519-NPHVG,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
8043-PNYSD,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
9938-EKRGF,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check
2703-AMTUL,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check
0928-JMXNP,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check
8173-RXAYP,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
4825-XJGDM,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic)
5402-HTOTQ,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
6734-JDTTV,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
7850-THJMU,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
3890-RTCMS,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check
8849-GYOKR,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic)
3148-BLQJT,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
3717-FDJFU,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
3665-JATSN,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
7966-YOTQW,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
0461-CVKMU,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check
8806-EAGWC,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check
8853-TZDGH,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
7779-LGOVN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
4324-BZCKL,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check
6924-TDGMT,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
9710-ZUSHQ,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
1536-YHDOE,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check
8123-QBNAZ,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
3629-ZNKXA,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
4827-LTQRJ,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic)
7711-YIJWC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic)
5482-VXSXJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check
7365-BVCJH,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
9620-ENEJV,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
4183-WCSEP,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check
2378-YIZKA,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
5498-TXHLF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check
0689-DSXGL,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic)
6818-DJXAA,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check
9722-UJOJR,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
0464-WJTKO,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
8902-ZEOVF,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
6778-EICRF,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check
2662-NNTDK,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic)
4132-KALRO,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check
3902-FOIGH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
6772-KSATR,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
7112-OPOTK,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check
2874-YXVVA,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
1245-HARPS,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
4210-QFJMF,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
4323-ELYYB,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
4293-ETKAP,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
6064-PUPMC,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic)
6504-VBLFL,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check
6322-PJJDJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check
0330-BGYZE,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic)
1085-LDWAM,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
7586-ZATGZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
7197-VOJMM,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic)
3318-OSATS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
5828-AVIPD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check
1843-TLSGD,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
9626-VFRGG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
7075-BNDVQ,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check
9143-CANJF,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check
7284-BUYEC,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
